title,author,discussant,group,organizer,year,duration,start,Tilburg_Rank_unweighted_auth,Tilburg_Rank_weighted_auth,Tilburg_Rank_unweighted_dis,Tilburg_Rank_weighted_dis
NEW OR USED? INVESTMENT WITH CREDIT CONSTRAINTS,"ANDREA EISFELDT, Northwestern University; ADRIANO RAMPINI, Northwestern University",10339832500,EFEL,Janice Eberly; Deborah Lucas,2005,50.0,2005-07-20 10:40:00,21.0,37.0,10.0,13.5
"NEWS, NOISE, AND FLUCTUATIONS: AN EMPIRICAL EXPLORATION","OLIVIER J. BLANCHARD, MIT, and NBER; JEAN-PAUL L'HUILLIER, MIT; GUIDO LORENZONI, MIT and NBER",,ME,David Romer,2009,55.0,2009-07-08 13:55:00,4.0,3.0,,
"NEWS, STOCK PRICES AND ECONOMIC FLUCTUATIONS","PAUL BEAUDRY, University of British Columbia and NBER; FRANCK PORTIER, IDEI",,EFCE,Lawrence Christiano; Martin Eichenbaum,2002,60.0,2002-07-26 15:15:00,38.0,47.0,,
NO-ARBITRAGE TAYLOR RULES,"ANDREW ANG, Columbia University and NBER; SEN DONG, Columbia University; MONIKA PIAZZESI, University of Chicago and NBER",,ME,Christina Romer; David Romer,2005,55.0,2005-07-15 14:10:00,11.666666666666666,19.666666666666668,,
NOISE AND FLUCTUATIONS,"GUIDO LORENZONI, MIT and NBER; Olivier Blanchard, MIT and NBER; Jean-Paul L'Huillier, MIT",,EFCE,Lawrence Christiano; Martin Eichenbaum,2008,60.0,2008-07-10 10:15:00,4.0,3.0,,
NOISE TRADING AND EXCHANGE RATE REGIMES,"OLIVIER JEANNE, International Monetary Fund; ANDREW ROSE, UC, Berkeley and NBER",6602317029,IFM,Marianne Baxter; Michael Dooley,2000,80.0,2000-07-20 10:40:00,3.0,2.0,7.0,19.0
NOISY BUSINESS CYCLES,"GEORGE-MARIOS ANGELETOS, MIT and NBER; JENNIFER LA'O, MIT",,EFCE,Lawrence Christiano; Martin Eichenbaum,2009,60.0,2009-07-06 11:30:00,4.0,3.0,,
NOMINAL PRICE VERSUS ASSET PRICE STABILIZATION,"BILL DUPOR, University of Pennsylvania",,EFCE,Lawrence Christiano; Martin Eichenbaum,2002,60.0,2002-07-26 14:00:00,6.0,18.0,,
NON CONVEXITIES IN THE ADJUSTMENT OF DIFFERENT CAPITAL INPUTS: A FIRM LEVEL INVESTIGATION,"ALESSANDRA DEL BOCA, Universita di Brescia; MARZIO GALEOTTI, Universita degli Studi di Bergamo; PAOLA ROTA, University College London",6603571764,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-22 14:25:00,390.0,435.3333333333333,80.0,81.0
NONCONVEX FACTOR ADJUSTMENT AND THE BUSINESS CYCLE: DO NONLINEARITIES MATTER,"AUBHIK KHAN, University of Virginia; JULIE THOMAS, Carnegie Mellon University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2000,60.0,2000-07-24 11:30:00,55.5,90.5,,
NONLINEAR FEATURES OF REALIZED FX VOLATILITY,"JOHN MAHEU, University of Alberta; THOMAS MCCURDY, University of Toronto",,EFFE,Francis Diebold; Kenneth West,2000,60.0,2000-07-18 08:30:00,69.0,53.5,,
NONPARAMETRIC ESTIMATION OF SINGLE FACTOR HEATH-JARROW-MORTON TERM STRUCTURE MODELS AND A TEST FOR PATH INDEPENDENCE,"ANDREW JEFFREY, Yale University; THONG NGUYEN, Yale University; OLIVER LINTON, Yale University",,EFFE,Francis Diebold; Kenneth West,2000,60.0,2000-07-20 08:30:00,6.0,8.0,,
NUMERICAL TECHNIQUES FOR SIMULATED MAXIMUM LIKELIHOOD ESTIMATION OF STOCHASTIC DIFFERENTIAL EQUATIONS,"GARLAND DURHAM, University of North Carolina at Chapel Hill; RONALD GALLANT, University of North Carolina at Chapel Hill",,EFFE,Francis Diebold; Kenneth West,2000,60.0,2000-07-21 08:30:00,29.0,35.0,,
ON LOCAL HOUSING SUPPLY ELASTICITY,"ALBERT SAIZ, University of Pennsylvania",7003688582,PERE,Christopher Mayer; Todd Sinai; Joseph Gyourko,2008,60.0,2008-07-23 11:00:00,6.0,18.0,1.0,1.0
ON THE BENEFITS OF CAPITAL ACCOUNT LIBERALIZATION,"PIERRE-OLIVIER GOURINCHAS, Princeton University and NBER; OLIVIER JEANNE, International Monetary Fund",8520304400,IFM,Kathryn Dominguez; Allan Drazen,2002,60.0,2002-07-16 10:15:00,24.0,21.0,17.0,22.0
ON THE DETERMINATION OF GENERAL SCIENTIFIC MODELS WITH APPLICATION TO ASSET PRICING,"RONALD GALLANT, Duke University; ROBERT MCCULLOCH, University of Chicago",,EFFE,Mark Watson; Kenneth West,2005,60.0,2005-07-12 11:00:00,13.0,20.5,,
ON THE EMPIRICS OF SUDDEN STOPS: THE RELEVANCE OF BALANCE-SHEET EFFECTS,"GUILLERMO CALVO, Inter-American Development Bank and NBER; ALEJANDRO IZQUIERDO, Inter-American Development Bank; LUIS MEJIA, University of Chicago",8716236500,IFM,Sebastian Edwards; Carmen Reinhart,2004,60.0,2004-07-13 09:00:00,9.0,18.0,9.0,18.0
ON THE FIT AND FORECASTING PERFORMANCE OF NEW-KEYNESIAN MODELS,"MARCO DEL NEGRO, Federal Reserve Bank of Atlanta; FRANK SCHORFHEIDE, University of Pennsylvania; FRANK SMETS, European Central Bank; RAFAEL WOUTERS, National Bank of Belgium",,EFFE,Mark Watson; Kenneth West,2005,60.0,2005-07-13 08:30:00,5.0,18.0,,
ON THE POLITICAL ECONOMY OF TAX LIMITS,"STEPHEN CALABRESE, University of South Florida; DENNIS EPPLE, Carnegie Mellon University and NBER",7103228992,PERE,"Joe Gyourko; Chris Mayer,; Todd Sinai",2004,60.0,2004-08-02 16:00:00,169.5,210.0,8.0,19.0
ON THE REAL EFFECTS OF BANK BAILOUTS: MICRO EVIDENCE FROM JAPAN,"MARIASSUNTA GIANNETTI, Stockholm School of Economics; ANDREI SIMONOV, Michigan State University",7006264503,RISK,Mark Carey; Anil Kashyap; Raghuram Rajan; René Stulz,2009,50.0,2009-07-07 17:00:00,122.5,262.0,,
ON THE SOURCES OF AGGREGATE FLUCTUATIONS IN EMERGING ECONOMIES,"ROBERTO CHANG, Rutgers University and NBER; ANDRES FERNANDEZ, Rutgers University",23392047000,IFM,Fabio Ghironi; Nelson Mark,2009,60.0,2009-07-06 08:30:00,45.0,50.0,82.0,94.0
ON THE SOURCES OF THE GREAT MODERATION,"JORDI GALI, CREI and NBER; LUCA GAMBETTI, Universitat Autonoma de Barcelona",,EFCE,Lawrence Christiano; Martin Eichenbaum,2007,60.0,2007-07-16 10:15:00,150.0,280.0,,
ON THE TIMING OF REALLOCATION IN SCHUMPETERIAN MODELS OF GROWTH,"GADI BARLEVY, Northwestern University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2001,60.0,2001-07-23 11:30:00,20.0,34.0,,
ONE COST OF CHILEAN CAPITAL CONTROLS: INCREASED FINANCIAL CONSTRAINTS FOR SMALLER TRADED FIRMS,"KRISTIN FORBES, MIT and NBER",7402446305,IFM,Allan Drazen; Nouriel Roubini,2003,60.0,2003-07-16 10:15:00,4.0,4.0,,
ONE REASON COUNTRIES PAY THEIR DEBTS: RENEGOTIATION AND INTERNATIONAL TRADE,"ANDREW ROSE, UC, Berkeley and NBER",23392047000,IFM,Kathryn Dominguez; Allan Drazen,2002,60.0,2002-07-19 09:00:00,3.0,3.0,9.0,19.0
"ONE SHOCK, TWO SHOCKS, THREE SHOCKS, FOUR","MICHELLE ALEXOPOULOS, University of Toronto",,EFCE,Lawrence Christiano; Martin Eichenbaum,2007,60.0,2007-07-18 09:00:00,26.0,27.0,,
OPERATING UNDER A LIQUIDITY CRUNCH: THE IMPACT OF LBOS ON PRODUCT AVAILABILITY IN THE SUPERMARKET INDUSTRY,"DAVID MATSA, Northwestern University",7101878064,CF,David Scharfstein,2007,50.0,2007-08-01 11:20:00,19.0,38.0,8.0,20.0
OPTIMAL COMMODITY TAXATION WHEN LAND AND STRUCTURES MUST BE TAXED AT THE SAME RATE,"SAKU AURA, University of Missouri; THOMAS DAVIDOFF, UC, Berkeley",55495815300,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2005,60.0,2005-07-27 08:30:00,54.5,50.0,260.0,625.0
OPTIMAL DYNAMIC TAXATION WITH PRODUCTIVE ASSETS,"STEFANIA ALBANESI, Duke University; CHRIS SLEET, University of Iowa",,EFCE,Lawrence Christiano; Martin Eichenbaum,2005,60.0,2005-07-19 09:00:00,39.5,41.5,,
"OPTIMAL FINANCING CONTRACTS, INVESTOR PROTECTION, AND GROWTH","RUI CASTRO, University of Montreal; GIAN LUCA CLEMENTI, Carnegie Mellon University; GLENN MACDONALD, Washington University in St. Louis",22938088500,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-24 14:25:00,62.666666666666664,124.33333333333333,2.0,2.0
OPTIMAL FISCAL POLICY IN A BUSINESS CYCLE MODEL WITHOUT COMMITMENT,"JESUS VILLAVERDE, University of Pennsylvania; ALEH TSYVINSKI, University of Minnesota",,EFCE,Lawrence Christiano; Martin Eichenbaum,2003,60.0,2003-07-23 09:00:00,17.0,27.5,,
OPTIMAL FORECAST COMBINATIONS UNDER GENERAL LOSS FUNCTIONS,"GRAHAM ELLIOT, UC, San Diego; ALLAN TIMMERMAN, UC, San Diego",,EFFE,Mark Watson; Kenneth West,2001,60.0,2001-07-17 09:00:00,10.0,5.0,,
OPTIMAL INATTENTION TO THE STOCK MARKET,"ANDY ABEL, University of Pennsylvania and NBER; JANICE EBERLY, Northwestern University and NBER; STAVROS PANAGEAS, University of Pennsylvania",8622256800,EFEL,Janice Eberly; Deborah Lucas,2007,50.0,2007-07-16 13:50:00,10.333333333333334,25.333333333333332,21.0,26.0
OPTIMAL INFERENCE IN REGRESSION MODELS WITH NEARLY INTEGRATED REGRESSORS,"MICHAEL JANSSON, UC, Berkeley; MARCELO MOREIRA, Harvard University",,EFFE,Mark Watson; Kenneth West,2003,60.0,2003-07-17 10:15:00,2.0,2.0,,
OPTIMAL INFLATION STABILIZATION IN A MEDIUM-SCALE MACROECONOMIC MODEL,"STEPHANIE SCHMITT-GROHE, Duke University and NBER; MARTIN URIBE, Duke University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2006,60.0,2006-07-18 11:30:00,17.0,23.0,,
OPTIMAL INFLATION TARGETING UNDER FISCAL STRESS,"MICHAEL WOODFORD, Columbia University and NBER; PIERPAOLO BENIGNO, New York University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2005,60.0,2005-07-18 09:00:00,12.5,24.5,,
OPTIMAL MARKET TIMING,"ERICA LI, University of Rochester; DMITRY LIVDAN, Texas A&M University; LU ZHANG, University of Michigan and NBER",7403075430,AP,Ravi Jagannathan; Tano Santos,2006,60.0,2006-07-14 09:45:00,39.333333333333336,55.666666666666664,1.0,1.0
OPTIMAL MONETARY AND FISCAL POLICY IN A LIQUIDITY TRAP,"GAUTI EGGERTSON, International Monetary Fund; MIKE WOODFORD, Columbia University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2004,60.0,2004-07-22 11:30:00,15.0,21.0,,
OPTIMAL MONETARY POLICY AND EXCHANGE RATE VOLATILITY IN A SMALL OPEN ECONOMY,"JORDI GALI, Universitat Pompeu Fabra; TOMMASO MONACELLI, Boston College",,EFCE,Lawrence Christiano; Martin Eichenbaum,2000,60.0,2000-07-26 11:30:00,130.0,353.0,,
OPTIMAL MONETARY POLICY WITH ENDOGENOUS CAPITAL ACCUMULATION,"ANDREW LEVIN, Federal Reserve Board; DAVID LOPEZ-SALIDO, Bank of Spain",,EFCE,Lawrence Christiano; Martin Eichenbaum,2004,60.0,2004-07-21 11:30:00,,,,
OPTIMAL MORTGAGE DESIGN,"TOMASZ PISKORSKI, Columbia University; ALEXEI TCHISTYI, New York University",6602991513,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2007,60.0,2007-07-25 14:00:00,11.0,24.0,3.0,2.0
OPTIMAL OPERATIONAL INTEREST-RATE RULES IN THE CHRISTIANO-EICHENBAUM-EVANS MODEL OF THE U.S. BUSINESS CYCLE,"STEPHANIE SCHMITT-GROHE, Duke University and NBER; MARTIN URIBE, Duke University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2004,60.0,2004-07-21 10:15:00,17.0,22.0,,
OPTIMAL POLICY WITH OCCASIONALLY BINDING CREDIT CONSTRAINTS,"GIANLUCA BENIGNO, London School of Economics; HUIGANG CHEN, International Monetary Fund; CHRISTOPHER OTROK, University of Virginia; ALESSANDRO REBUCCI, Inter-American Development Bank; ERIC YOUNG, University of Virginia",14060479200,IFM,Fabio Ghironi; Nelson Mark,2009,60.0,2009-07-09 09:45:00,58.0,112.66666666666667,20.0,26.0
OPTIMAL TESTS FOR NESTED MODEL SELECTION WITH UNDERLYING PARAMETER INSTABILITY,"BARBARA ROSSI, Duke University",,EFFE,Mark Watson; Kenneth West,2002,60.0,2002-07-19 09:00:00,17.0,22.0,,
OPTIMAL TIME-CONSISTENT MONETARY POLICY IN THE NEW KEYNESIAN MODEL WITH REPEATED SIMULTANEOUS PLAY,"ERIC SWANSON, Federal Reserve Bank of San Francisco; Gauti Eggertsson, Federal Reserve Bank of New York",,EFCE,Lawrence Christiano; Martin Eichenbaum,2008,60.0,2008-07-08 11:30:00,,,,
OPTIMAL TIME-CONSISTENT MONETARY POLICY WITH STATE-DEPENDANT PRICING,"MICHAEL DOTSEY, Federal Reserve Bank of Richmond; ANDREAS HORNSTEIN, Federal Reserve Bank of Richmond",,ME,Ben Bernanke,2001,60.0,2001-07-20 13:00:00,,,,
OPTIMAL VALUATION OF CLAIMS ON NOISY REAL ASSETS: THEORY AND APPLICATION,"PAUL CHILDS, University of Kentucky; STEVEN OTT, University of North Carolina at Charlotte; TIMOTHY RIDDIOUGH, MIT",6507294106,AMRE,William Goetzmann; Tobias Moskowitz,2002,60.0,2002-07-19 13:30:00,89.0,110.0,8.0,10.0
OPTIMISM AND ECONOMIC CHOICE,"MANJU PURI, Duke University and NBER; DAVID ROBINSON, Duke University",7004926273,CF,Jeremy Stein; Steven Kaplan,2005,50.0,2005-08-02 14:00:00,17.0,22.0,21.0,37.0
ORDER FLOWS AND THE EXCHANGE RATE DISCONNECT PUZZLE,"MARTIN EVANS, Georgetown University and NBER",7004046424,IFM,Fabio Ghironi; Nelson Mark,2009,60.0,2009-07-08 08:30:00,140.0,291.0,92.0,358.0
"ORDER FLOWS, EXCHANGE RATES AND ASSET PRICES","HARALD HAU, INSEAD; HELENE REY, Princeton University and NBER",35496364300,IFM,Kathryn Dominguez; Allan Drazen,2002,60.0,2002-07-15 11:30:00,102.0,248.5,3.0,3.0
ORGANIZATIONAL SCOPE AND INVESTMENT: EVIDENCE FROM THE DRUG DEVELOPMENT STRATEGIES OF BIOPHARMACEUTICAL FIRMS,"ILAN GUEDJ, MIT; DAVID SCHARFSTEIN, Harvard University and NBER",14065735100,CF,Denis Gromb; Antoinette Schoar,2004,50.0,2004-07-13 13:50:00,2.5,2.5,15.0,21.0
OUT-OF-SAMPLE EXCHANGE RATE PREDICTABILITY WITH TAYLOR RULE FUNDAMENTALS,"TANYA MOLODTSOVA, University of Houston; DAVID PAPELL, University of Houston",,EFFE,Mark Watson; Kenneth West,2007,60.0,2007-07-10 11:00:00,206.0,237.0,,
"OUTPUT COSTS, BOP CRISES AND OPTIMAL INTEREST RATE POLICY","AMARTYA LAHIRI, UC, Los Angeles; CARLOS VEGH, UC, Los Angeles and NBER",7006012090,IFM,Marianne Baxter; Michael Dooley,2000,80.0,2000-07-19 10:40:00,8.0,10.0,,
OWNED IDEAS: WHEN ARE STOCK MARKET RUN-UPS TOO FAST TO BE RATIONAL?,"JOHN LAITNER, University of Michigan; DMITRIY STOLYAROV, University of Michigan",7004484373,EFEL,Janice Eberly; Deborah Lucas,2004,50.0,2004-07-21 08:45:00,13.0,24.0,8.0,19.0
OWNER-OCCUPIED HOUSING AS INSURANCE AGAINST RENT RISK,"TODD SINAI, University of Pennsylvania and NBER; NICHOLAS SOULELES, University of Pennsylvania and NBER",7401822050,PERE,"Joe Gyourko, Chris Mayer, Todd Sinai",2001,60.0,2001-07-31 09:30:00,6.0,18.0,90.0,147.0
OWNERSHIP: EVOLUTION AND REGULATION,"JULIAN FRANKS, London Business School; STEFANO ROSSI, London Business School; COLIN MAYER, University of Oxford",6603869069,CF,Denis Gromb; Antoinette Schoar,2004,50.0,2004-07-13 09:50:00,132.66666666666666,331.0,123.0,130.0
PARAMETER UNCERTAINTY AND THE CREDIT RISK OF COLLATERALIZED DEBT OBLIGATIONS,"ERIK HEITFIELD, Federal Reserve Board",6701468567,AP,Mark Carey; Rene Stulz,2008,55.0,2008-07-10 09:00:00,,,3.0,4.0
PARAMETER UNCERTAINTY AND THE CREDIT RISK OF COLLATERALIZED DEBT OBLIGATIONS,"ERIK HEITFIELD, Federal Reserve Board",6701468567,RISK,Mark Carey; Rene Stulz,2008,55.0,2008-07-10 09:00:00,,,3.0,4.0
PAYOFF COMPLEMENTARITIES AND FINANCIAL FRAGILITY: EVIDENCE FROM MUTUAL FUND OUTFLOWS,"QI CHEN, Duke University; ITAY GOLDSTEIN, University of Pennsylvania; WEI JIANG, Columbia University",6603255760,EFEL,Janice Eberly; Deborah Lucas,2007,50.0,2007-07-17 14:55:00,10.666666666666666,19.666666666666668,67.0,180.0
PERFORMANCE OF MONETARY POLICY WITH INTERNAL CENTRAL BANK FORECASTING,"SEPPO HONKAPOHJA, University of Helsinki; KAUSHIK MITRA, University of London",,ME,Ben Bernanke,2002,60.0,2002-07-15 14:15:00,141.5,201.0,,
PERFORMANCE PRICING IN DEBT CONTRACTS,"PAUL ASQUITH, MIT and NBER; ANNE BEATTY, Pennsylvania State University; JOSEPH WEBER, MIT",6505783203,CF,Marianne Bertrand; Sendhil Mullainathan,2002,75.0,2002-08-05 08:30:00,13.666666666666666,13.666666666666666,16.0,28.0
PERSISTENCE IN LAW-OF-ONE-PRICE DEVIATIONS: EVIDENCE FROM MICRO-DATA,"MARIO CRUCINI, Vanderbilt University; MOTOTSUGU SHINTANI, Vanderbilt University",7201500230,IFM,Sebastian Edwards; Carmen Reinhart,2004,60.0,2004-07-14 11:30:00,45.0,51.0,3.0,3.0
PERSUASION IN FINANCE,"SENDHIL MULLAINATHAN, Harvard University and NBER; ANDREI SHLEIFER, Harvard University and NBER",6701568246,CF,Jeremy Stein; Steven Kaplan,2005,50.0,2005-08-02 15:10:00,1.0,1.0,5.0,7.0
PHASED-IN TAX CUTS AND ECONOMIC ACTIVITY,"CHRISTOPHER HOUSE, University of Michigan; MATTHEW SHAPIRO, University of Michigan and NBER",,ME,Christina D. Romer; David H. Romer,2004,55.0,2004-07-16 13:00:00,13.0,24.0,,
PITFALLS IN ESTIMATING ASYMMETRIC EFFECTS OF ENERGY PRICE SHOCKS,"LUTZ KILIAN, University of Michigan; ROBERT J. VIGFUSSON, Federal Reserve Board",,EFCE,Lawrence Christiano; Martin Eichenbaum,2009,60.0,2009-07-10 10:15:00,14.0,19.0,,
POINT OPTIMAL TESTS FOR THE NULL HYPOTHESIS OF COINTEGRATION,"MICHAEL JANSSON, UC, Berkeley",,EFFE,Mark Watson; Kenneth West,2002,60.0,2002-07-16 09:00:00,3.0,3.0,,
POLICY FOR ECONOMIES WITH DISPERSED INFORMATION,"GEORGE-MARIOS ANGELETOS, MIT and NBER; ALESSANDRO PAVAN, Northwestern University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2007,60.0,2007-07-19 11:30:00,11.5,21.0,,
POLICY UNCERTAINTY AND PRECAUTIONARY SAVINGS,"FRANCESCO GIAVAZZI, Bocconi University and NBER; MICHAEL McMAHON, London School of Economics",,ME,Christina Romer; David Romer,2008,55.0,2008-07-08 13:55:00,102.5,399.5,,
POLITICS AND GOVERNMENT INVESTMENT UNDER THE '1800S RULE,"MARCO BASSETTO, University of Minnesota; THOMAS SARGENT, Stanford University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2002,60.0,2002-07-26 13:00:00,15.0,19.0,,
PORTFOLIO CHOICE AND CORPORATE FINANCIAL POLICY WHEN THERE ARE TAX-INTERMEDIATING DEALERS,"ROBERT MCDONALD, Northwestern University",56154737700,CF,Denis Gromb; Antoinette Schoar,2004,50.0,2004-07-12 15:00:00,23.0,37.0,58.0,160.0
PORTFOLIO CHOICE AND LOCATION OF TRADE,"LEI FENG, McKinsey & Co.; MARK SEASHOLES, UC, Berkeley",6603245402,AP,John Cochrane; Pietro Veronesi,2004,60.0,2004-07-16 11:00:00,3.0,3.0,9.0,18.0
PORTFOLIO CHOICE FOR HOME OWNERS,"XIAOQING HU, Northwestern University",7202232626,AMRE,"Andrew Caplin, William Goetzmann",2001,60.0,2001-07-18 14:45:00,20.0,34.0,6.0,18.0
PORTFOLIO CHOICE IN A MONETARY OPEN-ECONOMY DSGE MODEL,"CHARLES ENGEL, University of Wisconsin-Madison and NBER; AKITO MATSUMOTO, International Monetary Fund",7201596918;7003275699,IFM,Sebastian Edwards; Roberto Rigobon,2005,80.0,2005-07-15 09:00:00,171.0,475.0,5.0,18.0
"PORTFOLIO CHOICE IN RETIREMENT: HEALTH RISK AND THE DEMAND FOR ANNUITIES, HOUSING, AND RISKY ASSETS","MOTOHIRO YOGO, University of Pennsylvania",16306627900,EFEL,Janice Eberly; Deborah Lucas,2008,60.0,2008-07-16 14:15:00,6.0,18.0,,
PORTFOLIO INERTIA AND STOCK MARKET FLUCTUATIONS,"YANNIS BILIAS, University of Cyprus; MICHAEL HALIASSOS, University of Cyprus; MICHAEL HALIASSOS, Goethe University Frankfurt; DIMITRIS GEORGARAKOS, Goethe University Frankfurt",6602310973,EFEL,Janice Eberly; Deborah Lucas,2005,50.0,2005-07-18 09:35:00,255.5,408.0,1.0,1.0
POTENTIAL AND NATURAL OUTPUT,"ALEJANDRO JUSTINIANO, Federal Reserve Bank of Chicago; GIORGIO PRIMICERI, Northwestern University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2009,60.0,2009-07-10 09:00:00,18.0,34.0,,
PRE- AND POST-BREAK PARAMETER INFERENCE,"GRAHAM ELLIOTT, UC, San Diego; ULRICH MULLER, Princeton University",,EFFE,Mark Watson; Kenneth West,2009,60.0,2009-07-09 09:45:00,14.0,16.5,,
PRECAUTIONARY HOARDING OF LIQUIDITY AND INTER-BANK MARKETS: EVIDENCE FROM THE SUB-PRIME CRISIS,"VIRAL ACHARYA, New York University and NBER; OUARDA MERROUCHE, Bank of England",7005516119,RISK,Mark Carey; Anil Kashyap; Raghuram Rajan; René Stulz,2009,55.0,2009-07-09 10:15:00,11.0,31.0,18.0,34.0
PRECAUTIONARY SAVINGS AND ENTREPRENEURSHIP,"ERIK HURST, University of Chicago and NBER; ANNAMARIA LUSARDI, Dartmouth College and NBER; ARTHUR KENNICKELL, Federal Reserve Board; FRANCISCO TORRALBA, University of Chicago",,ME,Christina Romer; David Romer,2005,55.0,2005-07-14 15:05:00,36.333333333333336,65.33333333333333,,
PRICE CONVERGENCE: WHATS ON TV?,"JEAN IMBS, London Business School; HAROON MUMTAZA, London Business School; MORTEN RAVN, London Business School; HELENE REY, Princeton University and NBER",7404268367,IFM,Sebastian Edwards; Carmen Reinhart,2004,60.0,2004-07-14 10:15:00,147.25,372.5,,
PRICE PRESSURE AROUND MERGERS,"MARK MITCHELL, Harvard University; TODD PULVINO, Northwestern University; ERIK STAFFORD, Harvard University",6505493534,CF,Marianne Bertrand; Sendhil Mullainathan,2002,75.0,2002-08-05 15:00:00,8.0,12.0,4.0,4.0
PRICE RIGIDITY IN GERMAN MANUFACTURING,"HARALD STAHL, Deutsche Bundesbank",,EFCE,Lawrence Christiano; Martin Eichenbaum,2004,30.0,2004-07-23 10:15:00,,,,
PRICE SETTING BEHAVIOUR IN SPAIN: STYLISED FACTS USING CONSUMER PRICE MICRO DATA,"LUIS ALVAREZ, Bank of Spain; IGNACIO HERNANDO, Bank of Spain",,EFCE,Lawrence Christiano; Martin Eichenbaum,2004,30.0,2004-07-23 10:15:00,,,,
PRICE SETTING IN A VARIABLE MACROECONOMIC ENVIRONMENT: EVIDENCE FROM BRAZILIAN CPI,"REBECCA BARROS, IBRE, Getulio Vargas Foundation; MARCO BONOMO, EPGE, Getulio Vargas Foundation; CARLOS CARVALHO, Federal Reserve Bank of New York; SILVIA MATOS, IBRE, Getulio Vargas Foundation",,ME,David Romer,2009,55.0,2009-07-06 13:55:00,331.0,789.0,,
PRICES AND CUSTOMER LOYALTY,"BOYAN JOVANOVIC, University of Chicago and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2004,60.0,2004-07-20 10:15:00,9.0,18.0,,
PRIVATE DEBT AND INCOME INEQUALITY: A BUSINESS CYCLE ANALYSIS,"MATTEO IACOVIELLO, Boston College",7006646386,EFEL,Janice Eberly; Deborah Lucas,2005,50.0,2005-07-18 11:30:00,131.0,311.0,5.0,18.0
PRIVATE EQUITY AND LONG-RUN INVESTMENT: THE CASE OF INNOVATION,"MORTEN SORENSEN, University of Chicago, NBER, and SIFR; JOSH LERNER, Harvard University and NBER; PER STROMBERG, SIFR, Stockholm School of Economics, CEPR, and NBER",7005203497,CF,Raghuram G. Rajan,2008,40.0,2008-07-30 10:50:00,70.66666666666667,171.0,174.0,474.0
"PRIVATE EQUITY PERFORMANCE: RETURNS, PERSISTENCE AND CAPITAL FLOWS","STEVE KAPLAN, University of Chicago and NBER; ANTOINETTE SCHOAR, MIT",7101861907,AP,John Heaton; Leonid Kogan,2003,60.0,2003-07-18 13:15:00,6.5,12.0,1.0,1.0
PRODUCT CREATION AND DESTRUCTION: EVIDENCE AND PRICE IMPLICATIONS,"CHRISTIAN BRODA, University of Chicago and NBER; DAVID WEINSTEIN, Columbia University and NBER",,ME,Christina Romer; David Romer,2007,55.0,2007-07-11 13:55:00,8.5,18.5,,
PRODUCT MARKET COMPETITION AND CREDIT PROVISION,"RAYMOND FISMAN, Columbia University; MAYANK RATURI, Columbia University",56556826300,CF,Steven Kaplan; Luigi Zingales,2000,60.0,2000-08-08 10:00:00,15.0,22.0,,
PRODUCTIVITY AND THE DOLLAR,"GIANCARLO CORSETTI, European University Institute; LUCA DEDOLA, European Central Bank; SYLVAIN LEDUC, Federal Reserve Board",,EFCE,Lawrence Christiano; Martin Eichenbaum,2007,60.0,2007-07-16 11:30:00,274.0,712.0,,
PRODUCTIVITY GROWTH AND THE EXCHANGE RATE REGIME: THE ROLE OF FINANCIAL DEVELOPMENT,"PHILLIPE AGHION, Harvard University and NBER; PHILIPPE BACCHETTA, Studienzentrum Gerzensee; ROMAIN RANCIERE, Universitat Pompeu Fabra; KENNETH ROGOFF, Harvard University and NBER",6604020003;7006086543,IFM,Sebastian Edwards; Roberto Rigobon,2005,80.0,2005-07-12 10:40:00,29.666666666666668,97.0,50.5,64.0
