eid,year,group,has_discussion,references,journals
2-s2.0-84880947894,2007,EFEL,1,34547311747|84880947894|84866357400|84963017835|77954095998|62949214695|22244479552|0346279155|34249002656|34547904335|34547888391|15244363192|8744227880|0040205313|70149084997|0011090049|2542427486|33750828079|0038521562|84884067325|0032354194|70149084119,"American Economic Review|Econometrica|American Economic Review|Quarterly Journal of Economics|Journal of Money, Credit and Banking|American Economic Review|Journal of Economic Dynamics and Control|NBER Macroeconomics Annual|Journal of Political Economy|Journal of Finance|Journal of Finance|Journal of Monetary Economics|Journal of Political Economy|Journal of Finance|American Economic Review|Journal of Economic Theory|Journal of Economic Dynamics and Control|Journal of Monetary Economics|Journal of Monetary Economics|The Economics of Inaction: Stochastic Control Models with Fixed Costs|Review of Financial Studies|Journal of Monetary Economics"
2-s2.0-33646376963,2003,EFFE,0,0035611803|64549130616|0040955185|84974098166|0030501202|0001420299|0018115641|0000084990|0039519993|84974336749|0030356207|33646377496|0013049292|0036971953|84974073344|0031531807|0036022598|7444239079|0031495021|0034357384|1642384325|0141606779|84963002108,Econometric Theory|Journal of the American Statistical Association|International Economic Review|Econometric Theory|Annals of Statistics|Econometrica|Biometrika|Econometrica|International Economic Review|Econometric Theory|Econometrica|Stochastic Processes and their Applications|Journal of Finance|Econometric Theory|Econometric Theory|Econometric Theory|Review of Economics and Statistics|Journal of Financial Economics|Annals of Statistics|Econometric Theory|Econometrica|Econometrica|Review of Economic Studies
2-s2.0-77954968529,2007,PERE,1,0031489429|33947627035|0345447667|84977725256|33644860967|35448941497|33845706110|33846205687|0001343573|59449110938|0030515905|19944401836|0000313616|45249101176|0010929674|0032393104,"Journal of Money, Credit and Banking|Review of Economic Studies|Quarterly Journal of Economics|The Journal of Finance|Quarterly Journal of Economics|Review of Financial Studies|Review of Financial Studies|Journal of Finance|The Journal of Finance|Review of Financial Studies|Review of Financial Studies|Journal of Finance|Review of Economic Studies|Review of Economic Studies|Review of Economic Studies|Real Estate Economics"
2-s2.0-69249229678,2003,EFEL,1,33749059966|36248972634|2142768745|67649304678|0042265052|25844509862|25844520759|2942750233|0000635706|69249225470|33749471802|16244407145|34548522613|0001934647|0002885747|0036692994|0001926061|12344264177,"Review of Economic Dynamics|Journal of Economic Perspectives|Journal of Public Economics|Handbook of Public Economics|Journal of Business and Economic Statistics|Review of Financial Studies|Review of Financial Studies|Journal of Finance|Journal of Economic Perspectives|The evolving pension system: Trends, effects, and proposals for reform|Journal of Public Economics|Journal of Finance|Review of Financial Studies|Journal of Public Economics|Journal of Economic Perspectives|Journal of Political Economy|Quarterly Journal of Economics|Review of Financial Studies"
2-s2.0-33644635383,2002,EFFE,0,0003021285|0346906789|9544235204|18844416849|0041853055|0033439568|70350096085|78649390652|0001420425|84972074623|84947392504|0030372939|0032340180,Journal of Econometrics|Econometrica|Journal of Econometrics|Handbook of Econometrics|Journal of Econometrics|Journal of Business and Economic Statistics|Handbook of Econometrics|Journal of the American Statistical Association|Journal of the American Statistical Association|Econometric Theory|Journal of the American Statistical Association|Econometrica|Journal of the American Statistical Association
2-s2.0-0036024887,2002,AMRE,1,84960565609|27744568768|0039847310|0036024886|84891010016|0002918984|0029715461|0039925951|0040205760|0000140668|0016997122|84977724295|0347078538|84983954415|0033435843|84984059612,Quarterly Journal of Economics|Journal of Political Economy|Financial Management|Real Estate Economics|Investment under Uncertainty|Journal of Financial Economics|Journal of Urban Economics|Journal of Finance|Review of Financial Studies|Review of Economic Studies|Bell J Econ|The Journal of Finance|Journal of Financial Economics|Real Estate Economics|Real Estate Economics|Real Estate Economics
2-s2.0-84924412832,2006,AP,1,0001883834|0007935565|36048946204|84977715787|0040121973|84974505680|0037213303|0002252076|0001791968|0002624840|0033453060|38249018792|38549147867|84975992356|33845716601|0038300035|84993924627|33644899396|0142188090|0000893636|84977349574|84976184598|0010055124,Journal of Financial Economics|American Economic Review|Journal of Financial and Quantitative Analysis|The Journal of Finance|Journal of Financial Economics|Journal of Financial and Quantitative Analysis|Journal of Financial Economics|Quarterly Journal of Economics|American Economic Review|Journal of Finance|Review of Financial Studies|Journal of Banking and Finance|Journal of Financial Economics|Journal of Financial and Quantitative Analysis|Review of Financial Studies|Mathematics of Operations Research|The Journal of Finance|Journal of Finance|Journal of Finance|Journal of the American Statistical Association|The Journal of Finance|Journal of Financial and Quantitative Analysis|Journal of Banking and Finance
2-s2.0-34548529599,2005,CF,1,0034406714|0027033267|0037497348|0001949247|0035617862|16244375558|29544442663|84877090313|3142765607|13844281426|0028813194|44649144001|0036333943|23944513280|0038969032|0026505019|85101444608|27544450102|84878286470|0346907827|0024796213|0021941719|0028725058|0030016504|0033950640|84963071606,"Economics Letters|Journal of Personality and Social Psychology|Journal of Finance|Journal of Financial Economics|Journal of Economics and Management Strategy|Journal of Finance|American Economic Review|Journal of Financial Economics|International Tax and Public Finance|Journal of Financial Economics|American Journal of Preventive Medicine|Review of Finance|Financial Management|Journal of Finance|Quarterly Journal of Economics|Journal of Behavioral Medicine|Statistical Analysis with Missing Data|Journal of Finance|Journal of Financial Counseling and Planning|Journal of Finance|Journal of personality and social psychology|Health psychology : official journal of the Division of Health Psychology, American Psychological Association|Journal of Personality and Social Psychology|Psychology and Aging|Mayo Clinic Proceedings|Review of Economic Studies"
2-s2.0-85062595603,2006,AP,1,33846486684|84921932638|0242345456|84938750070|84875810567|0242541738|1842813965|30744467415|84962698955|70350343776|0000833419|0347985223|33748807748|33750836180|14944344261|0000909526|80051788385|65949093957|1842663101|34248166112|0002519023|60449085030|85030843680|35648997869|0034196104|0000243642|49049143130|85045951584|1842759785|77955010618|34249057836,Journal of Financial Economics|Journal of Finance|American Economic Review|Journal of Financial Economics|Journal of Financial Economics|Review of Financial Studies|Journal of Finance|Journal of Financial Econometrics|Accounting Review|Handbook of Statistics|Journal of Econometrics|Journal of Econometrics|Journal of Finance|Journal of Monetary Economics|Journal of Finance|Journal of Accounting and Economics|Review of Accounting Studies|Econometrica|Journal of Finance|Journal of Finance|Journal of Finance|Review of Financial Studies|Journal of Financial and Quantitative Analysis|Journal of Business and Economic Statistics|Journal of Financial Economics|Journal of Financial Economics|Journal of Financial Economics|Review of Financial Studies|Journal of Financial Economics|Review of Financial Studies|Journal of Accounting and Economics
2-s2.0-72149111391,2009,IFM,1,33747706175|47749096695|0031670190|30944465254|21044437667|33747075817|46749125757|34447297282|0036829980|0036187547|13944253758|33644801291|42049113637|19944363145|46849090115|58149365337|0001312822|68949128999|33846907054|84963002108|43749115353,"American Economic Review|Journal of Money, Credit and Banking|European Economic Review|Journal of International Money and Finance|Journal of Political Economy|Journal of Money, Credit and Banking|NBER Macroeconomics Annual|IMF Staff Papers|Journal of International Money and Finance|Journal of Political Economy|Journal of International Money and Finance|International Journal of Finance and Economics|Journal of Financial Economics|Journal of Finance|Journal of Financial and Quantitative Analysis|Journal of Financial Economics|Journal of International Economics|Journal of Money, Credit and Banking|Journal of International Economics|Review of Economic Studies|Journal of Money, Credit and Banking"
2-s2.0-61349143051,2007,EFFE,0,1642542021|0000476617|0037403633|28244433528|30944433041|0031670190|0003047270|33748618701|33947513916|68249136965|84959805338|21044437667|33747075817|46749125757|17544383471|27544466375|0040360986|11344278864|0033445337|0035154184|34547650757|33846907054|52949147796|0002925890|0036421580|33645781235,"Journal of Monetary Economics|International Journal of Finance and Economics|Journal of International Economics|Journal of International Money and Finance|Journal of International Money and Finance|European Economic Review|Journal of Econometrics|Journal of Econometrics|Journal of Econometrics|Journal of Business and Economic Statistics|Quarterly Journal of Economics|Journal of Political Economy|Journal of Money, Credit and Banking|NBER Macroeconomics Annual|Journal of International Economics|Journal of Business and Economic Statistics|Journal of Money, Credit and Banking|Econometric Reviews|Journal of Applied Econometrics|Journal of International Economics|Journal of Econometrics|Journal of International Economics|Journal of Monetary Economics|American Economic Review|Review of Economics and Statistics|Journal of Money, Credit and Banking"
2-s2.0-79955452949,2008,AP-RISK,1,67349271076|57349187822|73849144654|0034086440|85005305538|0010794391|0034079058|73849138205|66249141764|12444261339|0031410051|85010390101|16244364373|84993850791|33845291556|0041029533|4043170592|20144363229|62449172822|0011366180|43649096615|0002307601|0035511177,"Journal of Financial Stability|Review of Financial Studies|American Economic Review|European Economic Review|Quarterly Journal of Economics|Journal of Finance|Journal of Political Economy|American Economic Review|Review of Financial Studies|Journal of Banking and Finance|Journal of Political Economy|Journal of Political Economy|Journal of Finance|The Journal of Finance|Journal of the European Economic Association|Journal of Money, Credit and Banking|American Economic Review|Journal of Political Economy|Journal of Finance|Journal of Finance|Journal of Finance|Journal of Finance|Journal of Financial Economics"
