researcher,eids,sources,years
8209677900,2-s2.0-77953569381|2-s2.0-68349131534|2-s2.0-34248546752|2-s2.0-32144458289|2-s2.0-15744378025|2-s2.0-0036149253,Journal of Financial and Quantitative Analysis|Review of Financial Studies|Journal of Financial Stability|Review of Finance|Journal of Business|Journal of Financial Economics,2010|2009|2007|2006|2004|2002
8209678100,2-s2.0-84855275545|2-s2.0-79951551964|2-s2.0-68349131534|2-s2.0-44649152861|2-s2.0-41549100523|2-s2.0-34249004607|2-s2.0-34248190280|2-s2.0-55949092825|2-s2.0-33745700751|2-s2.0-32144458289|2-s2.0-25844499949|2-s2.0-26944464594|2-s2.0-33751546847|2-s2.0-15744378025|2-s2.0-0347753307|2-s2.0-0036101598|2-s2.0-0036149253,Journal of Corporate Finance|Journal of Banking and Finance|Review of Financial Studies|Journal of Corporate Finance|Review of Financial Studies|European Financial Management|Journal of Finance|Review of Financial Studies|Journal of Finance|Review of Finance|Journal of Finance|Journal of Legal Studies|European Financial Management|Journal of Business|Quarterly Review of Economics and Finance|Journal of Corporate Finance|Journal of Financial Economics,2012|2011|2009|2008|2008|2007|2007|2007|2006|2006|2005|2005|2005|2004|2004|2002|2002
8210082100,2-s2.0-84870248873|2-s2.0-57749118734|2-s2.0-35448987305|2-s2.0-34248228822|2-s2.0-15944391877|2-s2.0-11444266003|2-s2.0-3342932318,Journal of Operations Management|Journal of Corporate Finance|Review of Financial Studies|Journal of Finance|Journal of Finance|Journal of Banking and Finance|Journal of Financial Economics,2012|2009|2007|2007|2005|2005|2004
8218899800,2-s2.0-84876712363|2-s2.0-84868595775|2-s2.0-77955273593|2-s2.0-77956788630|2-s2.0-47749100822|2-s2.0-34047276146|2-s2.0-33746071568|2-s2.0-33644659076|2-s2.0-17644378740|2-s2.0-2942511242,Journal of Monetary Economics|Journal of Applied Econometrics|Computational Statistics and Data Analysis|Journal of Economic Dynamics and Control|Journal of Forecasting|Economics Letters|Journal of Economic Dynamics and Control|Journal of International Economics|Computational Statistics and Data Analysis|Empirical Economics,2013|2012|2010|2010|2008|2007|2006|2006|2005|2004
8241780000,2-s2.0-84866644725|2-s2.0-39349092497|2-s2.0-15844380214,Review of Financial Studies|Review of Financial Studies|Journal of Political Economy,2012|2008|2005
8243889500,2-s2.0-82355173515|2-s2.0-84943804950|2-s2.0-77955020147|2-s2.0-70349300319|2-s2.0-55649090068|2-s2.0-34548829399|2-s2.0-34248524655|2-s2.0-85011170601|2-s2.0-34248545789|2-s2.0-32144454404|2-s2.0-77957298803|2-s2.0-24144440086|2-s2.0-14844284694|2-s2.0-2442562228|2-s2.0-0036148957|2-s2.0-84988586714,"Journal of Economic Dynamics and Control|Review of Economic Studies|Journal of Monetary Economics|American Economic Review|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Business and Economic Statistics|Journal of Business and Economic Statistics|Journal of Business and Economic Statistics|Review of Finance|Journal of the European Economic Association|Journal of Portfolio Management|Journal of Empirical Finance|International Economic Review|Journal of International Economics|Journal of Money, Credit and Banking",2011|2010|2010|2009|2008|2007|2007|2007|2007|2006|2005|2005|2004|2004|2002|2001
8256998900,2-s2.0-14644388216,Journal of International Economics,2005
8283293600,2-s2.0-84872673236|2-s2.0-79956290587|2-s2.0-77049125227|2-s2.0-77951101854|2-s2.0-56449117528|2-s2.0-44649202794|2-s2.0-44649114522|2-s2.0-33646394094|2-s2.0-14544273272|2-s2.0-53249132913,Journal of Urban Economics|Regional Science and Urban Economics|Journal of Urban Economics|Regional Studies|Journal of Urban Economics|Journal of Housing Economics|Economic Journal|Quantitative Marketing and Economics|Journal of Urban Economics|DISP,2013|2011|2010|2010|2009|2008|2008|2006|2005|1997
8291681600,2-s2.0-84885871184|2-s2.0-84874265425|2-s2.0-84869786874|2-s2.0-84862667584|2-s2.0-84860159854|2-s2.0-84857857542|2-s2.0-77958508509|2-s2.0-77955141802|2-s2.0-72249120424|2-s2.0-67449086819|2-s2.0-55849123030|2-s2.0-34548499892|2-s2.0-16244419051|2-s2.0-0041669468,Journal of Financial Economics|Review of Financial Studies|Harvard Business Review|Management Science|Journal of Finance|Journal of Political Economy|Harvard Business Review|Journal of Finance|Journal of Finance|Journal of Finance|Journal of Political Economy|Journal of Finance|Journal of Finance|Journal of Finance,2013|2013|2012|2012|2012|2011|2010|2010|2009|2009|2008|2007|2005|2002
8296691600,2-s2.0-81055157097|2-s2.0-79958201217|2-s2.0-77953828611|2-s2.0-37549016729|2-s2.0-34249862982|2-s2.0-33751026981,"Journal of Public Economics|American Economic Journal: Economic Policy|Journal of Law, Economics, and Organization|Journal of Public Economics|National Tax Journal|Review of Policy Research",2011|2011|2010|2008|2007|2006
8320380400,2-s2.0-84870410741|2-s2.0-79955642378|2-s2.0-74649086930|2-s2.0-67349090004|2-s2.0-47749119221|2-s2.0-34548255922|2-s2.0-34547379958|2-s2.0-47749135803|2-s2.0-14844344436|2-s2.0-14844353077|2-s2.0-0142087030|2-s2.0-0037698994|2-s2.0-0242399830|2-s2.0-0035636024|2-s2.0-0011325434,Economic Inquiry|Canadian Journal of Economics|Journal of Environmental Economics and Management|Journal of Development Economics|Canadian Journal of Economics|Journal of Macroeconomics|American Economic Review|B.E. Journal of Economic Analysis and Policy|Review of Economics and Statistics|Advances in Economic Analysis and Policy|Journal of Monetary Economics|Economic Inquiry|Canadian Journal of Economics|Southern Economic Journal|Journal of Economic Growth,2013|2011|2010|2009|2008|2007|2007|2006|2005|2004|2003|2003|2003|2001|1998
8326850500,2-s2.0-84899787628|2-s2.0-84867706275|2-s2.0-43049156567|2-s2.0-17544375786,Review of Economic Studies|American Economic Review|Journal of Monetary Economics|Journal of International Economics,2013|2012|2008|2004
8334190300,2-s2.0-84878966812|2-s2.0-80053204005|2-s2.0-78249272965|2-s2.0-61549132112|2-s2.0-40249096195|2-s2.0-36849034933|2-s2.0-36049035583|2-s2.0-33645925376|2-s2.0-33645921348|2-s2.0-18144424449|2-s2.0-17144385489|2-s2.0-1642419195,"Journal of Financial Economics|Journal of Money, Credit and Banking|Journal of Finance|Review of Financial Studies|Journal of the European Economic Association|Journal of Financial Economics|Journal of Monetary Economics|Journal of Public Economics|Journal of Monetary Economics|Economic Theory|Journal of Economic Theory|Journal of Monetary Economics",2013|2011|2010|2009|2008|2008|2007|2006|2006|2006|2005|2004
8355351600,2-s2.0-84891357776|2-s2.0-84882669272|2-s2.0-84860543495|2-s2.0-77956122704|2-s2.0-38049148046|2-s2.0-36749012372|2-s2.0-33947621036|2-s2.0-33646180463|2-s2.0-18744369619|2-s2.0-33747441515|2-s2.0-4444246248,Oxford Review of Economic Policy|Annual Review of Economics|Review of Economic Studies|American Economic Review|American Economic Review|Journal of the European Economic Association|Review of Economic Studies|Journal of International Economics|Economics Letters|American Economic Review|IMF Staff Papers,2013|2013|2012|2010|2007|2007|2007|2006|2005|2005|2004
8377767200,2-s2.0-84862787665|2-s2.0-84862776716|2-s2.0-84870311696|2-s2.0-84857195603|2-s2.0-84856334015|2-s2.0-78149429494|2-s2.0-77950978762|2-s2.0-75149191304|2-s2.0-84859883100|2-s2.0-67349240806|2-s2.0-59349089800|2-s2.0-53649111578|2-s2.0-33846540800|2-s2.0-33745899959|2-s2.0-33745874415|2-s2.0-22544457624|2-s2.0-0347985228|2-s2.0-0242583204|2-s2.0-0141976696|2-s2.0-0347985220|2-s2.0-0347354959|2-s2.0-0036004231|2-s2.0-85066217893|2-s2.0-0012846557|2-s2.0-0001004113|2-s2.0-0033457766|2-s2.0-0033412155|2-s2.0-0031328991|2-s2.0-0000472416|2-s2.0-84974399921|2-s2.0-84974265469|2-s2.0-84974399466|2-s2.0-0001010711,Journal of Econometrics|Journal of Econometrics|Econometrics Journal|Journal of Econometrics|Journal of Econometrics|Econometric Reviews|Econometric Reviews|Journal of Econometrics|Journal of Econometrics|Journal of Econometrics|Journal of Econometrics|Journal of Econometrics|Journal of Econometrics|Journal of Econometrics|Journal of Econometrics|Studies in Nonlinear Dynamics and Econometrics|Journal of Econometrics|Econometrica|Journal of Time Series Analysis|Journal of Econometrics|Journal of Econometrics|Econometric Theory|Econometric Reviews|Econometrica|Econometrica|Econometric Theory|Econometric Theory|Econometric Theory|Journal of Econometrics|Econometric Theory|Econometric Theory|Econometric Theory|Journal of the American Statistical Association,2012|2012|2012|2012|2012|2011|2010|2010|2010|2009|2009|2008|2007|2006|2006|2005|2004|2003|2003|2003|2002|2002|2002|2001|2000|1999|1999|1997|1997|1994|1989|1988|1988
8444271300,2-s2.0-84880738381|2-s2.0-84875591386|2-s2.0-57349135479|2-s2.0-46849120008|2-s2.0-46849109129|2-s2.0-36649009777|2-s2.0-14844318484|2-s2.0-20444434978|2-s2.0-0013049292|2-s2.0-0007852730|2-s2.0-0011762370,Journal of Corporate Finance|Journal of Financial Markets|Review of Financial Studies|Journal of Financial and Quantitative Analysis|Journal of Financial and Quantitative Analysis|Journal of Finance|Pacific Basin Finance Journal|Financial Analysts Journal|Journal of Finance|Journal of Financial Markets|Journal of Economics and Business,2013|2013|2008|2008|2008|2007|2005|2003|2003|1999|1997
8450457100,2-s2.0-84871422369|2-s2.0-79957477188|2-s2.0-79952010201|2-s2.0-77955144318|2-s2.0-77952492698|2-s2.0-69549130591|2-s2.0-45749154235|2-s2.0-33947656372|2-s2.0-43949107663|2-s2.0-20444381009|2-s2.0-20444405041|2-s2.0-66449123071|2-s2.0-4444315306|2-s2.0-1542317426|2-s2.0-1342311536|2-s2.0-0042090711|2-s2.0-0035635211|2-s2.0-0001502411|2-s2.0-0010375992|2-s2.0-0040566591|2-s2.0-0005645043|2-s2.0-0002247936|2-s2.0-0001097555,Journal of Labor Economics|Review of Economics and Statistics|CESifo Economic Studies|Review of Economics and Statistics|Journal of Human Resources|Economics Letters|Economic Journal|Quarterly Journal of Economics|Handbook of the Economics of Education|Quarterly Journal of Economics|American Economic Review|Revue Economique|Industrial and Labor Relations Review|Economic Journal|Industrial Relations|Journal of Finance|Review of Economics and Statistics|American Economic Review|American Economic Review|Monthly Labor Review|Quarterly Journal of Economics|Industrial and Labor Relations Review|American Economic Review,2013|2011|2011|2010|2010|2009|2008|2007|2006|2005|2005|2005|2004|2004|2004|2002|2001|2001|2000|1999|1999|1998|1996
8512928800,2-s2.0-84865383886|2-s2.0-77955075470|2-s2.0-34547947993|2-s2.0-19744367582|2-s2.0-0036085050|2-s2.0-0000372370,Benchmarking|Management Decision|Journal of Banking and Finance|Corporate Governance: An International Review|International Journal of Technology Management|Journal of The Japanese and International Economies,2012|2010|2007|2005|2002|1994
8520304400,2-s2.0-84897895262|2-s2.0-84878987563|2-s2.0-84871770726|2-s2.0-84877891449|2-s2.0-84861303824|2-s2.0-80054945786|2-s2.0-79953308871|2-s2.0-77952954058|2-s2.0-76549112325|2-s2.0-70350050548|2-s2.0-55949132605|2-s2.0-36949028730|2-s2.0-44649144001|2-s2.0-77955618035|2-s2.0-33747787652|2-s2.0-13844273124|2-s2.0-13844273189|2-s2.0-77957238201|2-s2.0-13844270741,Foundations and Trends in Finance|Journal of Financial Economics|Journal of Financial Intermediation|Annual Review of Financial Economics|Journal of Finance|Review of Financial Studies|Review of Economic Studies|Journal of Financial Economics|Review of Financial Studies|Journal of Financial Economics|Journal of Finance|Review of Economic Studies|Review of Finance|Review of Financial Studies|Journal of International Economics|Journal of Finance|Economic Journal|Journal of the European Economic Association|Journal of Economic Theory,2013|2013|2013|2012|2012|2011|2011|2010|2010|2010|2008|2008|2007|2007|2006|2005|2005|2004|2004
8544896700,2-s2.0-84875270514|2-s2.0-79958297492|2-s2.0-79958175931|2-s2.0-78650456389|2-s2.0-78650493306|2-s2.0-67650892217|2-s2.0-43049168748|2-s2.0-33947642539|2-s2.0-23844520460|2-s2.0-10044264306,Journal of Monetary Economics|American Economic Review|American Economic Journal: Macroeconomics|American Economic Review|IMF Economic Review|International Economic Review|Journal of International Economics|Quarterly Journal of Economics|Journal of International Economics|International Economic Review,2013|2011|2011|2010|2010|2009|2008|2007|2005|2004
8567095900,2-s2.0-84883791639|2-s2.0-84882242971|2-s2.0-84879087877|2-s2.0-84899880366|2-s2.0-84872187654|2-s2.0-84869384396|2-s2.0-84867777190|2-s2.0-84862603806|2-s2.0-84861658535|2-s2.0-84859767408|2-s2.0-84862126866|2-s2.0-84855510980|2-s2.0-80054005677|2-s2.0-79958250277|2-s2.0-79952165860|2-s2.0-85017176126|2-s2.0-77951206853|2-s2.0-72649102605|2-s2.0-70350259904|2-s2.0-67649987602|2-s2.0-69249115746|2-s2.0-85017107629|2-s2.0-40649109251|2-s2.0-33947112810|2-s2.0-34247330608|2-s2.0-19744364773,Journal of the European Economic Association|American Economic Journal: Economic Policy|American Economic Review|Brookings Papers on Economic Activity|American Economic Journal: Macroeconomics|Econometric Theory|Review of Economic Studies|American Economic Review|American Economic Journal: Economic Policy|Journal of Political Economy|Transportation Research Part A: Policy and Practice|Proceedings of the National Academy of Sciences of the United States of America|Review of Economics and Statistics|American Economic Review|American Economic Review|American Economic Journal: Macroeconomics|Journal of Monetary Economics|Review of Economic Dynamics|Journal of Air Transport Management|Research in International Business and Finance|Journal of Political Economy|American Economic Journal: Macroeconomics|Journal of Comparative Economics|Journal of Public Economics|Journal of Monetary Economics|Journal of Comparative Economics,2013|2013|2013|2013|2012|2012|2012|2012|2012|2012|2012|2011|2011|2011|2011|2010|2010|2010|2010|2009|2009|2009|2008|2007|2007|2005
8567181500,2-s2.0-84907605884|2-s2.0-84920150814|2-s2.0-80955145001|2-s2.0-79952793538|2-s2.0-78951483355|2-s2.0-77955725917|2-s2.0-77956109830|2-s2.0-77950184287|2-s2.0-77249093946|2-s2.0-67849133197|2-s2.0-65649131198|2-s2.0-62249219030|2-s2.0-62249086424|2-s2.0-52449112117|2-s2.0-49449114803|2-s2.0-33744910102|2-s2.0-34948818616|2-s2.0-30344444316|2-s2.0-19944401836,"Economists' Voice|Review of Asset Pricing Studies|Annual Review of Financial Economics|Journal of Finance|Journal of Financial Economics|Review of Economic Studies|American Economic Review|Review of Economic Studies|Review of Economic Dynamics|Journal of Financial Economics|Journal of Finance|Financial Markets, Institutions and Instruments|Financial Markets, Institutions and Instruments|Review of Financial Studies|Review of Financial Studies|Journal of Monetary Economics|Journal of the European Economic Association|Explorations in Economic History|Journal of Finance",2013|2013|2011|2011|2011|2010|2010|2010|2010|2009|2009|2009|2009|2008|2008|2006|2006|2006|2005
8576553900,2-s2.0-84878988574|2-s2.0-84903757377|2-s2.0-78651457757|2-s2.0-78650601513|2-s2.0-84943804950|2-s2.0-76349109445|2-s2.0-85017119478|2-s2.0-59749098206|2-s2.0-45849088342|2-s2.0-33746633914|2-s2.0-22144440111|2-s2.0-33646815317,American Economic Journal: Macroeconomics|NBER Macroeconomics Annual|Econometrica|Review of Economic Dynamics|Review of Economic Studies|Journal of Monetary Economics|American Economic Journal: Macroeconomics|Journal of Monetary Economics|American Economic Review|Quarterly Journal of Economics|Review of Economic Studies|NBER Macroeconomics Annual,2013|2013|2011|2011|2010|2010|2010|2009|2008|2006|2005|2005
8581990900,2-s2.0-84881593084|2-s2.0-84901390837|2-s2.0-79957458178|2-s2.0-78649703761|2-s2.0-80051561006|2-s2.0-77955724199|2-s2.0-38849109345|2-s2.0-36048973867|2-s2.0-34248579290|2-s2.0-20444380401|2-s2.0-0346279195,Manchester School|Advances in Econometrics|Review of Economics and Statistics|Journal of the European Economic Association|Brookings Papers on Economic Activity|American Economic Journal: Macroeconomics|Journal of Economic Surveys|Journal of Monetary Economics|Journal of Business and Economic Statistics|American Economic Review|NBER Macroeconomics Annual,2013|2013|2011|2010|2010|2010|2008|2007|2007|2005|2001
8592587100,2-s2.0-84879400429|2-s2.0-69949138927|2-s2.0-65949084314|2-s2.0-63149101495|2-s2.0-57649148515|2-s2.0-53649085864|2-s2.0-34248576691|2-s2.0-33646376963|2-s2.0-33646375486|2-s2.0-19844362848|2-s2.0-0141718527,Annals of Statistics|Annals of Statistics|Journal of Econometrics|Journal of Econometrics|Econometrica|Journal of Econometrics|Journal of Econometrics|Econometrica|Econometrica|Journal of Human Resources|Econometrica,2013|2009|2009|2009|2009|2008|2007|2006|2006|2005|2003
